,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15
0,0.6895467042922974,0.6731632351875305,0.6580193042755127,0.6350007653236389,0.6000218391418457,0.5611056089401245,0.521538496017456,0.476650595664978,0.436993807554245,0.39870595932006836,0.3654365837574005,0.335541307926178,0.30821308493614197,0.28378617763519287,0.26178911328315735
1,0.695003092288971,0.6876848340034485,0.6781293153762817,0.6665419936180115,0.6505737900733948,0.6313621997833252,0.6040446758270264,0.5742623805999756,0.5388137698173523,0.5001480579376221,0.4599930942058563,0.4180501401424408,0.37737569212913513,0.3366762399673462,0.2976093888282776
2,0.6960145235061646,0.6834944486618042,0.6726510524749756,0.6561600565910339,0.6344801187515259,0.6064043641090393,0.5703296661376953,0.5291417241096497,0.4873589873313904,0.44620704650878906,0.40656110644340515,0.36839544773101807,0.3334871232509613,0.3007189929485321,0.26952818036079407
3,0.6933753490447998,0.6829808950424194,0.6698692440986633,0.6516005992889404,0.6330685019493103,0.6090230941772461,0.5817376375198364,0.5497882962226868,0.5110950469970703,0.47171708941459656,0.4317922592163086,0.39265409111976624,0.35623055696487427,0.32219138741493225,0.2903890907764435
4,0.6939474940299988,0.6856356859207153,0.6775366067886353,0.6653772592544556,0.6497676372528076,0.6302596926689148,0.603710412979126,0.575072705745697,0.5399739742279053,0.504178524017334,0.4685859680175781,0.4342942535877228,0.40155360102653503,0.3701477646827698,0.33929312229156494
5,0.6894177198410034,0.6815727949142456,0.6741818189620972,0.6623547673225403,0.6470562219619751,0.6273000240325928,0.6016263365745544,0.573104977607727,0.537609338760376,0.4991722106933594,0.4575433135032654,0.4173702001571655,0.37842223048210144,0.3400098979473114,0.30435293912887573
6,0.6913540959358215,0.6810819506645203,0.6700111627578735,0.6517531275749207,0.6294663548469543,0.6014432311058044,0.5663044452667236,0.5296286344528198,0.49169471859931946,0.45469871163368225,0.42013391852378845,0.386475145816803,0.35403022170066833,0.3226724863052368,0.29223597049713135
7,0.6949163675308228,0.6851223111152649,0.6748138666152954,0.6615952253341675,0.6449188590049744,0.6214467287063599,0.5894691944122314,0.5556132793426514,0.5179447531700134,0.48032844066619873,0.4447646737098694,0.41017162799835205,0.37731143832206726,0.3467249870300293,0.3178842067718506
8,0.6928321719169617,0.6843626499176025,0.6740813851356506,0.6610048413276672,0.6425131559371948,0.6174139976501465,0.5903064608573914,0.5599795579910278,0.5253641605377197,0.49040162563323975,0.45462560653686523,0.4206916093826294,0.3885718584060669,0.3568921983242035,0.326867938041687
9,0.6958268284797668,0.681107759475708,0.6678466796875,0.6523422598838806,0.6317403316497803,0.6059125065803528,0.5744411945343018,0.5374552011489868,0.4978773295879364,0.455546110868454,0.4160367250442505,0.3791120946407318,0.3439147472381592,0.31080499291419983,0.279590368270874
