,ACC_Before,ACC_After,Loss_Before,Loss_After
0,0.5,1.0,0.6953790187835693,0.25793731212615967
1,0.7083333134651184,1.0,0.6899214386940002,0.2692355215549469
2,0.5416666865348816,1.0,0.6893504858016968,0.20715133845806122
3,0.5,1.0,0.6950256824493408,0.2736191153526306
4,0.5416666865348816,0.9583333134651184,0.6951795220375061,0.28447648882865906
5,0.5,1.0,0.692608118057251,0.2992570400238037
6,0.5,1.0,0.6914445757865906,0.24803426861763
7,0.5,1.0,0.691471517086029,0.279696524143219
8,0.5,0.9166666865348816,0.6927672624588013,0.2893619239330292
9,0.5,1.0,0.693788468837738,0.27087366580963135
10,0.4583333432674408,0.875,0.6938793063163757,0.3230396807193756
11,0.5,1.0,0.6945431232452393,0.25878527760505676
12,0.5,1.0,0.6991234421730042,0.27369827032089233
13,0.5,1.0,0.69035804271698,0.2560259997844696
14,0.5,0.9583333134651184,0.6918347477912903,0.2707156836986542
15,0.5,0.9166666865348816,0.6916350722312927,0.2705724239349365
16,0.4583333432674408,0.9583333134651184,0.6966059803962708,0.28062903881073
17,0.5416666865348816,1.0,0.6937651634216309,0.24514640867710114
18,0.5,1.0,0.6909526586532593,0.27464014291763306
19,0.5,0.9166666865348816,0.6941254138946533,0.30594247579574585
20,0.4166666567325592,1.0,0.6973450183868408,0.26473307609558105
21,0.5,1.0,0.692577600479126,0.2840679883956909
22,0.3333333432674408,1.0,0.6925008296966553,0.26177483797073364
23,0.4166666567325592,1.0,0.6980702877044678,0.2572982609272003
24,0.4583333432674408,1.0,0.6941922903060913,0.27716758847236633
25,0.5,1.0,0.6985240578651428,0.2737860083580017
26,0.5416666865348816,1.0,0.6923667788505554,0.2759268581867218
27,0.5,0.9583333134651184,0.6976861953735352,0.2870260179042816
28,0.5,1.0,0.6930601596832275,0.2626303732395172
29,0.625,0.9166666865348816,0.690451979637146,0.2789246737957001
30,0.625,1.0,0.6910197138786316,0.26957422494888306
31,0.6666666865348816,1.0,0.6955494284629822,0.23363222181797028
32,0.625,1.0,0.6894640326499939,0.2463025003671646
33,0.5,1.0,0.6964986324310303,0.2835104167461395
34,0.5,1.0,0.691303014755249,0.23085421323776245
35,0.4166666567325592,1.0,0.6964969635009766,0.28849348425865173
36,0.5,1.0,0.699937105178833,0.31407320499420166
37,0.5,1.0,0.6919856071472168,0.2839146852493286
38,0.5833333134651184,1.0,0.6876628398895264,0.26994484663009644
39,0.5416666865348816,1.0,0.6953097581863403,0.24378231167793274
40,0.4583333432674408,1.0,0.6930171251296997,0.2977130711078644
41,0.5,1.0,0.6970090866088867,0.2671359181404114
42,0.4583333432674408,0.9583333134651184,0.6940712928771973,0.2785828411579132
43,0.5,1.0,0.6949172616004944,0.2510538697242737
44,0.5416666865348816,1.0,0.6950439810752869,0.284347265958786
45,0.5,1.0,0.6968916654586792,0.28563445806503296
46,0.5,1.0,0.6980019211769104,0.26363781094551086
47,0.5,1.0,0.6931287050247192,0.31622880697250366
48,0.5833333134651184,1.0,0.6930025815963745,0.24828961491584778
49,0.4166666567325592,1.0,0.6931576728820801,0.2651207745075226
50,0.5833333134651184,1.0,0.6950098872184753,0.2985963821411133
51,0.5,1.0,0.6952959895133972,0.29020261764526367
52,0.5,1.0,0.6952043175697327,0.24582555890083313
53,0.5416666865348816,1.0,0.6898645758628845,0.2522275447845459
54,0.5,1.0,0.6988975405693054,0.3097548484802246
55,0.5,1.0,0.6941548585891724,0.29284656047821045
56,0.5,1.0,0.6932500600814819,0.2592564821243286
57,0.5,1.0,0.6929962635040283,0.2688538432121277
58,0.5,1.0,0.6902159452438354,0.24719823896884918
59,0.4166666567325592,0.9583333134651184,0.6948765516281128,0.29947757720947266
60,0.5833333134651184,1.0,0.6960614323616028,0.2850085496902466
61,0.5,1.0,0.6936266422271729,0.25595563650131226
62,0.4583333432674408,1.0,0.6993361711502075,0.2851419448852539
63,0.5,0.9583333134651184,0.6944141983985901,0.2632788419723511
64,0.4583333432674408,0.9583333134651184,0.6997964382171631,0.28965675830841064
65,0.4583333432674408,1.0,0.6969518661499023,0.2845858037471771
66,0.5833333134651184,1.0,0.6911963224411011,0.2484637349843979
67,0.5,1.0,0.6955908536911011,0.2453557848930359
68,0.5,0.9583333134651184,0.6953855752944946,0.3020159602165222
69,0.4583333432674408,1.0,0.696406900882721,0.29102417826652527
70,0.5416666865348816,1.0,0.691538393497467,0.2837970554828644
71,0.5,1.0,0.6948269605636597,0.23705042898654938
72,0.5,1.0,0.6978338956832886,0.3025076389312744
73,0.5,0.9583333134651184,0.6931664943695068,0.2817535400390625
74,0.4166666567325592,1.0,0.6906571388244629,0.2697865664958954
75,0.5,1.0,0.6924920082092285,0.26573678851127625
76,0.5,0.9166666865348816,0.6882733702659607,0.2553277015686035
77,0.5,0.9166666865348816,0.694222092628479,0.2908620834350586
78,0.5,1.0,0.6946384906768799,0.30703237652778625
79,0.375,1.0,0.6956871151924133,0.29286420345306396
80,0.5,1.0,0.6951873302459717,0.2616701126098633
81,0.5,1.0,0.6972536444664001,0.2562578022480011
82,0.5,0.9166666865348816,0.6917086839675903,0.2973420023918152
83,0.4583333432674408,0.9583333134651184,0.6967356204986572,0.26635730266571045
84,0.625,0.9583333134651184,0.692371129989624,0.30605509877204895
85,0.5,1.0,0.6891075372695923,0.28750643134117126
86,0.4583333432674408,1.0,0.6989011764526367,0.3087329566478729
87,0.5,1.0,0.6939365863800049,0.2617051303386688
88,0.5833333134651184,1.0,0.6927689909934998,0.2663573920726776
89,0.5,0.9583333134651184,0.6945102214813232,0.2576841711997986
90,0.5,0.9583333134651184,0.6935710906982422,0.2985764145851135
91,0.5,1.0,0.6927811503410339,0.26193109154701233
92,0.5,0.9583333134651184,0.6939781904220581,0.31077197194099426
93,0.5,1.0,0.6938185691833496,0.27414605021476746
94,0.5416666865348816,1.0,0.6959784030914307,0.31370455026626587
95,0.5,1.0,0.6911011934280396,0.2737377882003784
96,0.5,1.0,0.6937862634658813,0.26107731461524963
97,0.5,1.0,0.689945638179779,0.27940529584884644
98,0.5,0.9583333134651184,0.6963316202163696,0.292631596326828
99,0.5416666865348816,1.0,0.6910946369171143,0.26528269052505493
100,0.5416666865348816,1.0,0.6951329112052917,0.2397201806306839
101,0.625,1.0,0.6885297298431396,0.27186834812164307
102,0.5,1.0,0.6961763501167297,0.25832727551460266
103,0.375,1.0,0.6945438385009766,0.2910889983177185
104,0.5,1.0,0.6991713047027588,0.28348857164382935
105,0.5,0.9166666865348816,0.6974297761917114,0.2747332751750946
106,0.5,0.9583333134651184,0.6962078809738159,0.2987769842147827
107,0.5,1.0,0.6989501714706421,0.31141722202301025
108,0.5416666865348816,1.0,0.6883183717727661,0.2556709051132202
109,0.4583333432674408,1.0,0.6920941472053528,0.28528088331222534
110,0.5,1.0,0.6923328042030334,0.24545352160930634
111,0.5833333134651184,0.9583333134651184,0.6964013576507568,0.2664756774902344
112,0.5416666865348816,1.0,0.692718505859375,0.25526711344718933
113,0.5,1.0,0.6900068521499634,0.2556728422641754
114,0.5416666865348816,1.0,0.6932705640792847,0.29720672965049744
115,0.5,1.0,0.6965892314910889,0.2702915370464325
116,0.5,1.0,0.6934521198272705,0.2818073034286499
117,0.5,1.0,0.6943396329879761,0.3122204840183258
118,0.5,1.0,0.6934044361114502,0.2629251778125763
119,0.4583333432674408,0.9166666865348816,0.6981251835823059,0.2815115451812744
120,0.5,1.0,0.69374018907547,0.2507922947406769
121,0.4583333432674408,0.9583333134651184,0.6937543749809265,0.25291839241981506
