,ACC_Before,ACC_After,Loss_Before,Loss_After
0,0.5,0.875,0.6867305636405945,0.2837976813316345
1,0.5,0.875,0.6937466859817505,0.2857283055782318
2,0.5833333134651184,0.875,0.6926000714302063,0.33531084656715393
3,0.5416666865348816,0.8333333134651184,0.6946892738342285,0.30954381823539734
4,0.5,0.875,0.6940397024154663,0.3149855136871338
5,0.5,0.875,0.6920635104179382,0.2871200442314148
6,0.5,0.875,0.6956964731216431,0.323142409324646
7,0.4583333432674408,0.875,0.6927404403686523,0.31703341007232666
8,0.5,0.8333333134651184,0.69797283411026,0.3202937841415405
9,0.5,0.875,0.6896264553070068,0.29947030544281006
10,0.5,0.8333333134651184,0.7035097479820251,0.3354485332965851
11,0.5,0.875,0.6981520652770996,0.2938596308231354
12,0.5,0.8333333134651184,0.7016457915306091,0.2988501191139221
13,0.5,0.875,0.6960293650627136,0.3357050120830536
14,0.5,0.875,0.6909669041633606,0.3029595613479614
15,0.5416666865348816,0.875,0.6956772208213806,0.3189903795719147
16,0.5,0.8333333134651184,0.6941453218460083,0.3079925775527954
17,0.4583333432674408,0.8333333134651184,0.6969530582427979,0.3126768469810486
18,0.5,0.875,0.6951868534088135,0.2997005879878998
19,0.5,0.8333333134651184,0.6954286098480225,0.3132888376712799
20,0.5833333134651184,0.875,0.6917893886566162,0.32415124773979187
21,0.6666666865348816,0.875,0.6900185346603394,0.3035162389278412
22,0.4166666567325592,0.875,0.6992208957672119,0.27003243565559387
23,0.4583333432674408,0.875,0.697350263595581,0.2678754925727844
24,0.5,0.875,0.6976844072341919,0.2708539664745331
25,0.5,0.875,0.6944780349731445,0.270232230424881
26,0.5416666865348816,0.875,0.6949986219406128,0.2772181034088135
27,0.5,0.875,0.6938212513923645,0.3332492411136627
28,0.4166666567325592,0.875,0.692298948764801,0.26976683735847473
29,0.5833333134651184,0.8333333134651184,0.7007967233657837,0.29485780000686646
30,0.5,0.875,0.6908299922943115,0.2751852869987488
31,0.5,0.875,0.6926753520965576,0.3065585494041443
32,0.4166666567325592,0.8333333134651184,0.6970478296279907,0.3524423837661743
33,0.5833333134651184,0.8333333134651184,0.6921273469924927,0.33665651082992554
34,0.5416666865348816,0.875,0.7014411091804504,0.33107367157936096
35,0.5,0.875,0.6966408491134644,0.30394378304481506
36,0.5,0.875,0.6959264278411865,0.3456318974494934
37,0.5,0.875,0.6928825378417969,0.283602774143219
38,0.5,0.875,0.6985089182853699,0.29071882367134094
39,0.5,0.875,0.6948779225349426,0.32078033685684204
40,0.5,0.8333333134651184,0.6969064474105835,0.32756057381629944
41,0.5,0.9166666865348816,0.6889882683753967,0.27928489446640015
42,0.5,0.875,0.6996397972106934,0.30580461025238037
43,0.5,0.875,0.6918604969978333,0.2969071567058563
44,0.5,0.875,0.6933586597442627,0.31450149416923523
45,0.5,0.875,0.6976287364959717,0.29861581325531006
46,0.5,0.875,0.6914346814155579,0.28965187072753906
47,0.5,0.875,0.6967017650604248,0.3287743031978607
48,0.5416666865348816,0.875,0.6993638873100281,0.34003081917762756
49,0.5416666865348816,0.875,0.6920843124389648,0.28190839290618896
50,0.5,0.875,0.6934388875961304,0.28511741757392883
51,0.5416666865348816,0.875,0.6963918805122375,0.3049217760562897
52,0.5,0.875,0.693922758102417,0.3145708441734314
53,0.5,0.875,0.6964878439903259,0.3280474841594696
54,0.5,0.875,0.696399986743927,0.2924361526966095
55,0.5,0.875,0.6930630207061768,0.28354546427726746
56,0.4583333432674408,0.8333333134651184,0.6969995498657227,0.3386182188987732
57,0.5,0.8333333134651184,0.6885411739349365,0.3126974105834961
58,0.4583333432674408,0.8333333134651184,0.6927661895751953,0.31874603033065796
59,0.4583333432674408,0.875,0.6926030516624451,0.3279183804988861
60,0.5,0.875,0.6933376789093018,0.30826473236083984
61,0.4583333432674408,0.8333333134651184,0.6945639848709106,0.31423527002334595
62,0.5,0.875,0.6919119954109192,0.28988394141197205
63,0.5,0.875,0.6898453235626221,0.2982999384403229
64,0.5,0.875,0.6956630349159241,0.3227440416812897
65,0.5,0.875,0.6955997943878174,0.30843186378479004
66,0.5,0.875,0.6893506050109863,0.28091102838516235
67,0.5,0.875,0.6964592933654785,0.31727468967437744
68,0.5,0.875,0.6926670670509338,0.28801146149635315
69,0.375,0.875,0.7001413702964783,0.30582982301712036
70,0.4583333432674408,0.8333333134651184,0.6969770193099976,0.3220130503177643
71,0.5,0.875,0.6857869625091553,0.3056073486804962
72,0.5,0.875,0.6926867961883545,0.30782318115234375
73,0.5416666865348816,0.8333333134651184,0.6920626163482666,0.3324632942676544
74,0.5,0.8333333134651184,0.6967533826828003,0.35858964920043945
75,0.5,0.8333333134651184,0.695201575756073,0.28950077295303345
76,0.5,0.875,0.7005646824836731,0.2946740388870239
77,0.5,0.875,0.6887589693069458,0.32075873017311096
78,0.4583333432674408,0.875,0.6945252418518066,0.33173617720603943
79,0.4166666567325592,0.875,0.6951026320457458,0.298355370759964
80,0.5,0.875,0.6960761547088623,0.2693224549293518
81,0.3333333432674408,0.875,0.697754442691803,0.2796410024166107
82,0.375,0.875,0.6946879625320435,0.30272066593170166
83,0.3333333432674408,0.875,0.6957466006278992,0.3196481168270111
84,0.5833333134651184,0.875,0.6932893991470337,0.2764666974544525
85,0.5,0.875,0.6949287056922913,0.3114999532699585
86,0.5416666865348816,0.875,0.6939488053321838,0.2931423783302307
87,0.4583333432674408,0.875,0.6936781406402588,0.29697203636169434
88,0.5,0.875,0.6959731578826904,0.3074415922164917
89,0.5,0.875,0.6904762387275696,0.29005166888237
90,0.4583333432674408,0.875,0.6924766898155212,0.2874433696269989
91,0.5,0.875,0.6930388808250427,0.30325013399124146
92,0.5,0.875,0.6872111558914185,0.2981172204017639
93,0.5416666865348816,0.875,0.6907941699028015,0.29555606842041016
94,0.5,0.8333333134651184,0.6914253234863281,0.2998754680156708
95,0.5,0.875,0.6958669424057007,0.2990381419658661
96,0.4583333432674408,0.875,0.6960532665252686,0.30138489603996277
97,0.5,0.875,0.7025158405303955,0.3115006685256958
98,0.4166666567325592,0.875,0.6948916912078857,0.3266526460647583
99,0.5,0.8333333134651184,0.6943148374557495,0.32385411858558655
100,0.5,0.875,0.6930069923400879,0.2861438989639282
101,0.5,0.875,0.6979358792304993,0.29632464051246643
102,0.5,0.875,0.6954971551895142,0.287745863199234
103,0.5,0.875,0.69930100440979,0.3370707631111145
104,0.5,0.8333333134651184,0.6924616694450378,0.3127819299697876
105,0.5,0.875,0.6934136152267456,0.3166855573654175
106,0.5,0.8333333134651184,0.697171688079834,0.2997424304485321
107,0.5833333134651184,0.875,0.6919308304786682,0.26912784576416016
108,0.5416666865348816,0.875,0.6907989382743835,0.29343655705451965
109,0.5416666865348816,0.875,0.69026780128479,0.2964787185192108
110,0.5,0.8333333134651184,0.6922098398208618,0.3086448907852173
111,0.5,0.875,0.6984766721725464,0.3405526876449585
112,0.5,0.875,0.6956787109375,0.331112265586853
113,0.4583333432674408,0.9166666865348816,0.6922017335891724,0.26833128929138184
114,0.5,0.9166666865348816,0.6972455978393555,0.2779218852519989
115,0.5,0.875,0.6941925287246704,0.27235522866249084
116,0.5,0.875,0.6885973811149597,0.2559419274330139
117,0.5416666865348816,0.875,0.6932552456855774,0.3069077730178833
118,0.5,0.875,0.7022899389266968,0.3015473484992981
119,0.5,0.875,0.6926032304763794,0.2935711145401001
120,0.4583333432674408,0.875,0.6995055675506592,0.28585413098335266
121,0.5,0.8333333134651184,0.6958327889442444,0.3100284934043884
122,0.5,0.875,0.6984209418296814,0.2612228989601135
123,0.5,0.875,0.6963086724281311,0.2700577676296234
124,0.5416666865348816,0.875,0.6933618187904358,0.33259597420692444
125,0.5,0.875,0.6878061890602112,0.2999217212200165
126,0.5,0.875,0.7019422054290771,0.3412841558456421
127,0.5,0.9166666865348816,0.6930497884750366,0.30062782764434814
128,0.5,0.875,0.694324791431427,0.28671595454216003
129,0.5,0.875,0.6921117305755615,0.2819441258907318
130,0.5,0.875,0.6980621218681335,0.30986905097961426
131,0.5,0.875,0.6939014792442322,0.28047648072242737
132,0.5,0.9166666865348816,0.6936225295066833,0.3131716847419739
133,0.625,0.875,0.6902104020118713,0.30439016222953796
134,0.5416666865348816,0.8333333134651184,0.6919897794723511,0.3000878393650055
135,0.3333333432674408,0.875,0.6961113810539246,0.28686830401420593
136,0.4583333432674408,0.875,0.7006409168243408,0.29066669940948486
137,0.5,0.8333333134651184,0.6946417689323425,0.3334198594093323
138,0.4166666567325592,0.875,0.6946078538894653,0.3229737877845764
139,0.4583333432674408,0.8333333134651184,0.6955926418304443,0.32057344913482666
140,0.4583333432674408,0.875,0.6959316730499268,0.2908569872379303
141,0.5,0.8333333134651184,0.7003731727600098,0.3297191858291626
142,0.5,0.8333333134651184,0.6922734975814819,0.29006195068359375
143,0.4583333432674408,0.875,0.6943418979644775,0.3093714714050293
144,0.5,0.875,0.6951678395271301,0.31342169642448425
145,0.5416666865348816,0.875,0.6891841292381287,0.301053524017334
146,0.5,0.875,0.6926472783088684,0.3315168023109436
147,0.4583333432674408,0.875,0.6940224170684814,0.32198280096054077
148,0.4583333432674408,0.8333333134651184,0.6915561556816101,0.3537233769893646
149,0.5,0.875,0.6939943432807922,0.2669556438922882
150,0.5416666865348816,0.875,0.6894925236701965,0.30798736214637756
151,0.5,0.875,0.6990437507629395,0.302890419960022
152,0.5,0.8333333134651184,0.6922516822814941,0.3364166021347046
153,0.625,0.875,0.690955638885498,0.32557785511016846
154,0.5416666865348816,0.9166666865348816,0.6929012537002563,0.296901136636734
155,0.5,0.9166666865348816,0.6915615200996399,0.2819766402244568
156,0.5,0.875,0.6955262422561646,0.306287944316864
157,0.4583333432674408,0.875,0.6956701278686523,0.30220532417297363
158,0.5,0.875,0.694650411605835,0.29000911116600037
